Analyse de la souveraineté numérique;Votre administration souhaite migrer ses services vers une infrastructure souveraine. Identifiez les critères stricts qui définissent l'hébergement de "La Suite Numérique" et justifiez pourquoi AWS ou Azure ne sont pas éligibles dans ce contexte précis selon les documents.;La solution doit bénéficier de la qualification SecNumCloud délivrée par l'ANSSI. Les données doivent être stockées et traitées physiquement en France. Surtout, elles doivent être sous une juridiction claire (droit européen et français) qui protège contre les lois extraterritoriales comme le Cloud Act américain, ce qui exclut les solutions des GAFAM (AWS, Azure, Google Cloud) même si elles disposent de serveurs en France.
Installation de l'environnement de développement Docs;Vous êtes développeur et devez contribuer au projet open source "Docs". Préparez votre environnement local en installant les frameworks backend et frontend utilisés par l'application, tels que décrits dans la documentation technique.;Ouvrez un terminal et exécutez les commandes suivantes pour simuler l'installation des dépendances technologiques citées (Python/Django et Node.js/Next.js) : `sudo apt update && sudo apt install python3-pip nodejs npm`, puis `pip install django djangorestframework` (pour le backend Django Rest) et `npx create-next-app@latest mon-app-docs` (pour initialiser le frontend Next.js).
Audit de sécurité Tchap (Protocole Matrix);En tant qu'auditeur technique, vous devez vérifier le protocole de communication utilisé par la messagerie Tchap pour garantir qu'elle est fédérée et non propriétaire. Quelle vérification technique effectuez-vous et quel est le standard sous-jacent ?;Vous devez vérifier l'utilisation du protocole Matrix. Techniquement, cela implique de vérifier que les échanges se font via des API REST standardisées de Matrix et que le chiffrement de bout en bout est activé. Dans un contexte de fédération, on vérifierait la capacité du serveur domestique (Homeserver) à communiquer avec d'autres instances Matrix via le port 8448 (par défaut pour la fédération Matrix).
Configuration du client de synchronisation Nuage;Un agent doit synchroniser ses fichiers locaux avec l'espace de stockage "Nuage" (basé sur Nextcloud) pour travailler hors ligne. Détaillez la procédure technique de connexion au serveur académique spécifique mentionné dans les documents.;1. Télécharger et installer le client de bureau Nextcloud (via `sudo apt install nextcloud-desktop` sur Linux ou l'exe Windows). 2. Lancer le client. 3. Cliquer sur "Se connecter". 4. Saisir l'adresse exacte du serveur mentionnée dans la documentation (ex: `https://nuage02.apps.education.fr`). 5. S'authentifier via le guichet académique (SSO) pour finaliser la liaison.
Gestion des données avec Grist;Votre service utilise des fichiers Excel complexes et difficiles à maintenir. Vous devez migrer vers Grist pour structurer les données. Quelle fonctionnalité spécifique de Grist allez-vous utiliser pour transformer ces données en application métier simple sans codage lourd ?;Vous utiliserez les fonctionnalités de base de données relationnelle de Grist combinées à son interface "No Code". Contrairement à un tableur classique, vous définirez des types de colonnes stricts (références, dates, listes) et créerez des "Vues" (tableaux, fiches, graphiques) pour visualiser les données. Si nécessaire, vous utiliserez des formules en Python (supporté nativement par Grist) pour les calculs complexes, plutôt que des macros VBA.
Dépannage Visio (WebRTC);Un utilisateur se plaint que la visioconférence sur l'outil "Visio" ne fonctionne pas. Sachant que l'outil repose sur WebRTC, quelle commande ou URL de diagnostic devez-vous utiliser dans un navigateur basé sur Chromium pour analyser les flux RTP et la connectivité ICE ?;Ouvrez un nouvel onglet dans le navigateur de l'utilisateur et saisissez l'URL `chrome://webrtc-internals`. Cela permet de visualiser en temps réel les connexions Peer-to-Peer, les candidats ICE (pour vérifier si le pare-feu bloque les connexions UDP) et les statistiques de bitrate audio/vidéo gérées par le serveur LiveKit.
Transfert de fichiers volumineux en ligne de commande;Vous devez automatiser l'envoi de journaux serveurs (logs) volumineux via un service souverain similaire à "France Transfert" ou "FileSender" (souvent basé sur des solutions comme Liris ou des scripts API). Si vous deviez utiliser une alternative libre en ligne de commande compatible avec les standards de l'éducation nationale (Filesender), quelle approche adopteriez-vous ?;Bien que France Transfert s'utilise via interface web, pour une automatisation type "Filesender" (basé sur Python CLI), on utiliserait un script exploitant l'API. Exemple conceptuel : `filesender.py --username mon_user --apikey ma_cle --files /var/log/syslog.1.gz --recipients admin@ac-academie.fr`. L'objectif est de contourner les limites des pièces jointes SMTP classiques.
Analyse de l'Indice de Résilience Numérique (IRN);Votre DSI vous demande d'évaluer la dépendance de votre système d'information. En utilisant la méthodologie de l'IRN, quels sont les trois piliers principaux que vous devez auditer pour fournir un score de résilience ?;Vous devez auditer 1. Le Business (risque stratégique et économique, trajectoire de coûts), 2. La Sécurité (cybersécurité, continuité opérationnelle, infrastructures physiques) et 3. La Technologie (capacité à maîtriser les composants, auditabilité du code, réversibilité). L'objectif est de transformer ces métriques en un score pilotable par le Comex.
Streaming vidéo souverain avec Portail Tubes;L'équipe de communication souhaite diffuser une vidéo institutionnelle sans utiliser YouTube pour éviter le tracking publicitaire. Quelle solution de la suite éducative déployez-vous et sur quel protocole de diffusion pair-à-pair repose-t-elle ?;Vous déployez le "Portail Tubes", qui est une instance de PeerTube. Cette solution utilise le protocole ActivityPub pour la fédération et la technologie WebTorrent pour la diffusion. Cela permet aux navigateurs des spectateurs d'échanger des fragments de vidéo entre eux, réduisant ainsi la charge sur le serveur central.
Authentification unique ProConnect;Vous intégrez une nouvelle application métier dans l'écosystème de l'État. Quel système d'authentification devez-vous implémenter pour garantir l'accès unifié aux agents, et quel est le périmètre des utilisateurs éligibles ?;Vous devez implémenter "ProConnect" (anciennement AgentConnect). Le périmètre inclut les agents de la fonction publique d'État, mais aussi les collectivités et les opérateurs publics. L'intégration technique se fait généralement via les protocoles standards OpenID Connect (OIDC) ou SAML 2.0 pour déléguer l'authentification au fournisseur d'identité de l'État.
Exercice de synthèse 1 : Migration complète d'un service vers La Suite Numérique;Mise en situation : Une direction départementale utilise actuellement Google Workspace (Gmail, Drive, Docs, Meet) et WhatsApp. Vous devez planifier la migration technique et fonctionnelle vers La Suite Numérique pour 50 agents. Détaillez les correspondances d'outils, les prérequis d'accès et la stratégie de données.;1. Accès : Configurer les comptes via ProConnect pour tous les agents. 2. Messagerie instantanée : Remplacer WhatsApp par Tchap (installation sur mobiles pro/perso, création d'un salon dédié). 3. Visioconférence : Remplacer Google Meet par Visio (basé sur WebRTC/LiveKit), aucune installation requise. 4. Documents : Migrer les Google Docs vers l'outil Docs (basé sur Markdown/BlockNote.js) et les fichiers Drive vers Nuage (Nextcloud). 5. Données sensibles : Vérifier que les documents classés ne sont pas "Diffusion Restreinte" (car non homologué pour ce niveau spécifique, bien que SecNumCloud). 6. Formation : Prévoir des ateliers sur l'usage de l'IA intégrée (résumé, traduction) dans Docs et Visio.
Exercice de synthèse 2 : Déploiement d'une instance souveraine auto-hébergée;Mise en situation : Votre organisation (une grande collectivité) refuse d'utiliser l'instance mutualisée de l'État et souhaite héberger sa propre version de "La Suite" sur ses serveurs pour une maîtrise totale du code. Décrivez les étapes techniques pour récupérer le code source, les technologies clés à provisionner sur vos serveurs Linux, et comment assurer l'interopérabilité.;1. Récupération du code : Cloner les dépôts GitHub publics de la DINUM/ZenDiS (ex: `git clone https://github.com/suitenumerique/docs`). 2. Provisionnement serveur : Installer un serveur Linux avec un orchestrateur de conteneurs (Docker/Kubernetes). 3. Stack technique : Déployer une base de données PostgreSQL, un serveur Redis (cache), un backend Python (Django Rest Framework) et un frontend Node.js (Next.js) pour l'outil Docs. 4. Serveur Matrix : Installer un serveur Synapse (Python) pour la messagerie type Tchap. 5. Interopérabilité : Configurer la fédération Matrix pour permettre la communication avec les agents de l'État (port 8448, certificats TLS valides) et connecter votre fournisseur d'identité (IdP) local compatible OIDC pour remplacer ProConnect.
